Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,rate
The Battery,2012,,100%,0,0,1,0,0,Jeremy Gardner,"Adventure,Drama,Horror",United States,English,101,Intermediate
The Battle Of Bunker Hill,2009,,,0,0,1,0,0,Tony Malanowski,"Documentary,Action,Family,History",United States,English,58,
The Battle Of Chosin,2016,7+,,0,0,1,0,0,Randall MacLowry,"Documentary,Biography,History",,,113,High
The Battle of Midway,1942,7+,,1,0,1,0,0,Jack Smight,"Action,Drama,History,War",United States,English,132,Intermediate
The Battle of Pussy Willow Creek,2013,,56%,0,0,1,0,0,Wendy Jo Cohen,"Comedy,History,War",United States,English,95,Intermediate
The Battle Wizard,1977,,,0,0,1,0,0,Hsueh Li Pao,"Action,Fantasy",Hong Kong,Mandarin,77,Intermediate
The Baytown Outlaws,2012,18+,22%,0,0,1,0,0,Barry Battles,"Action,Comedy,Crime",United States,English,98,Intermediate
The Beach Bum,2019,18+,56%,0,1,0,0,0,Harmony Korine,Comedy,"Switzerland,United Kingdom,France,United States","English,Spanish",95,Intermediate
The Bears and I,1974,all,,0,0,0,1,0,Bernard McEveety,"Drama,Family",United States,English,89,Intermediate
The Beast And The Beauty,2005,,,0,0,1,0,0,Kae-Byeok Lee,"Comedy,Romance",South Korea,Korean,102,Intermediate
The Beast of Yucca Flats,1961,,,0,0,1,0,0,Coleman Francis,"Horror,Sci-Fi",United States,English,54,Low
The Beat Hotel,2012,,38%,0,0,1,0,0,Alan Govenar,"Documentary,Biography,History","United States,France,United Kingdom",English,88,Intermediate
The Beatles: A Celebration,1999,,,0,0,1,0,0,"Mark Devito,Geoffrey Giuliano","Documentary,Music",United States,English,62,Intermediate
The Beatles: Eight Days a Week - The Touring Years,2016,,96%,0,1,0,0,0,Ron Howard,"Documentary,Music","United States,United Kingdom",English,106,High
The Beautiful Beast,2006,,,0,0,1,0,0,Karim Hussain,Drama,Canada,French,110,Intermediate
The Beauty Inside,2015,,70%,0,0,1,0,0,Jong-Yeol Baek,"Drama,Romance",South Korea,"Korean,Japanese,Czech,English",127,High
The beauty of Rouh,2014,,,1,0,0,0,0,,Reality-TV,,,,Low
The Bedroom Window,1987,18+,76%,0,0,1,0,0,Curtis Hanson,"Crime,Mystery,Thriller",United States,English,112,Intermediate
The Bellboy,1960,,70%,0,0,1,0,0,Jerry Lewis,Comedy,United States,English,72,Intermediate
The Belle of Amherst,1976,,,0,0,1,0,0,Charles S. Dubin,"Biography,Drama",United States,English,90,High
The Beloved Rogue,1927,,,0,0,1,0,0,Alan Crosland,"Adventure,Drama,History,Romance",United States,English,99,Intermediate
The Benefactor,2015,18+,26%,0,0,1,0,0,Andrew Renzi,Drama,United States,English,93,Low
The Berlin File,2013,,38%,0,0,1,0,0,Seung-wan Ryoo,"Action,Thriller",South Korea,"Korean,English,German",120,Intermediate
The Best Democracy Money Can Buy,2016,,50%,0,0,1,0,0,"Greg Palast,David Ambrose",Documentary,United States,English,114,High
"The Best of I Love Toy Trains, Parts 7-12",2013,,,0,0,1,0,0,Tom McComas,,United States,English,68,
The Best of Laurel and Hardy,1968,,,0,0,1,0,0,James L. Wolcott,Comedy,United States,English,85,High
The Best Thing!,2017,,,0,0,1,0,0,Kyle T. Miller,Comedy,United States,English,98,Low
The Bet,2020,,,0,0,1,0,0,Joan Carr-Wiggin,Comedy,"Canada,United Kingdom",English,,Low
The Bet Collector,2006,,,0,0,1,0,0,Jeffrey Jeturian,Drama,Philippines,"Filipino,Tagalog",98,Intermediate
The Beyond,2018,16+,,0,0,1,0,0,Lucio Fulci,Horror,Italy,Italian,87,Low
The BFG,2016,7+,75%,0,0,0,1,0,Steven Spielberg,"Adventure,Family,Fantasy","United States,India,United Kingdom",English,117,Intermediate
The Bible Belt Slasher,2010,,,0,0,1,0,0,"Bradley Creanzo,Robert J. Huntley","Short,Horror,Thriller",United States,English,30,Low
The Big Ask,2014,18+,55%,0,0,1,0,0,"Thomas Beatty,Rebecca Fishman","Comedy,Drama",United States,English,91,Low
The Big Bad Swim,2006,,,0,0,1,0,0,Ishai Setton,"Comedy,Romance,Sport",United States,English,96,Intermediate
The Big Brass Ring,1999,7+,57%,0,0,1,0,0,George Hickenlooper,Drama,United States,"English,French,Latin",104,Low
The Big Cat,1949,,,0,0,1,0,0,Phil Karlson,"Action,Adventure,Drama,Romance,Western",United States,English,75,Low
The Big Combo,1955,,92%,0,0,1,0,0,Joseph H. Lewis,"Crime,Drama,Film-Noir,Thriller",United States,"English,Swedish",87,High
The Big Country,1958,,100%,0,0,1,0,0,William Wyler,"Romance,Western",United States,"English,Spanish",166,High
The Big Easy,1986,18+,89%,0,0,1,0,0,Jim McBride,"Comedy,Crime,Drama,Romance,Thriller",United States,English,102,Intermediate
The Big Kahuna,2000,18+,73%,0,0,1,0,0,John Swanbeck,"Drama,Comedy",United States,English,90,Intermediate
The Big Lift,1950,,,0,0,1,0,0,George Seaton,"Drama,War",United States,"English,German",120,Intermediate
The Big Night,1951,,,0,0,1,0,0,Joseph Losey,"Drama,Film-Noir,Thriller",United States,English,75,Intermediate
The Big Racket,1976,,,0,0,1,0,0,Enzo G. Castellari,"Action,Crime,Drama,Thriller",Italy,Italian,104,High
The Big Sick,2017,18+,98%,0,0,1,0,0,Michael Showalter,"Comedy,Drama,Romance",United States,"English,Urdu",120,High
The Big Sleep,1978,18+,67%,0,0,1,0,0,Howard Hawks,"Crime,Film-Noir,Mystery,Thriller",United States,English,114,Intermediate
The Big Squeeze,1996,18+,43%,0,0,1,0,0,Marcus DeLeon,Drama,United States,English,98,Low
The Big Swim,2018,,,0,0,1,0,0,Kat Green,"Short,Romance","United States,Mexico",English,25,
The Big Take,2018,,,0,0,1,0,0,Justin Daly,"Comedy,Thriller",United States,English,83,Intermediate
The Big Wedding,2013,18+,7%,0,1,1,0,0,Justin Zackham,"Comedy,Drama,Romance",United States,"English,Spanish,Chinese,Latin",89,Intermediate
The Bigamist,1953,,88%,0,0,1,0,0,Ida Lupino,"Drama,Film-Noir",United States,English,80,Intermediate
The Bigfoot Election,2011,,,0,0,1,0,0,Ryan Turri,Comedy,United States,English,103,High
The Biggest Little Farm,2019,7+,91%,0,1,0,0,0,John Chester,Documentary,United States,English,91,High
The Bill Collector,2010,,,0,0,1,0,0,Cristobal Krusen,"Comedy,Crime,Drama",United States,English,93,Low
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,2018,18+,95%,1,0,0,0,0,Tommy Avallone,Documentary,United States,English,70,High
The Billy Meier Story: UFO's and the Prophecies from Outer Space,2009,,,0,0,1,0,0,Jack Gerlach,"Documentary,Biography",United States,"English,German",94,
The Birdcage,1996,18+,79%,0,0,1,0,0,Mike Nichols,Comedy,United States,English,117,High
The Birth of a Nation,1915,7+,93%,0,0,1,0,0,D.W. Griffith,"Drama,History,War",United States,None,195,Intermediate
The Birth Reborn 3,2018,13+,,1,0,0,0,0,,Documentary,,,,
The Biscuit Eater,1972,all,,0,0,0,1,0,Vincent McEveety,"Drama,Family",United States,English,90,Intermediate
The Bittersweet,2017,,,1,0,0,0,0,D. Ho,Action,China,"Mandarin,Portuguese,Spanish,French,German",98,Low
The Black Cat,1981,18+,40%,0,0,1,0,0,"Dario Argento,George A. Romero",Horror,"Italy,United States",English,120,Intermediate
The Black Cauldron,1985,7+,55%,0,0,0,1,0,"Ted Berman,Richard Rich","Animation,Action,Adventure,Family,Fantasy,Horror","United States,United Kingdom","English,Portuguese",80,Intermediate
The Black Godfather,2019,18+,100%,1,0,1,0,0,Reginald Hudlin,Documentary,United States,English,118,Intermediate
The Black Hole,1979,7+,40%,0,0,0,1,0,Gary Nelson,"Action,Sci-Fi",United States,English,98,Intermediate
The Black Prince,2017,13+,7%,1,0,0,0,0,Kavi Raz,"Drama,History","United Kingdom,India,United States","English,Punjabi",118,Intermediate
The Black Room,2016,,,1,0,0,0,0,Rolfe Kanefsky,"Comedy,Horror",United States,English,91,Low
The Black Sleep,1956,,,0,0,1,0,0,Reginald Le Borg,"Horror,Sci-Fi",United States,English,82,Intermediate
The Blackcoat's Daughter,2017,18+,73%,1,0,0,0,0,Oz Perkins,"Horror,Mystery,Thriller",Canada,English,93,Intermediate
The Blackout Experiments,2016,,45%,0,0,1,0,0,Rich Fox,"Documentary,Horror",United States,English,78,Low
The Blacksmith,1922,,,0,0,1,0,0,Pierre Morel,,United States,,,Intermediate
The Blackwell Ghost,2017,,,0,0,1,0,0,Turner Clay,Horror,United States,English,59,Intermediate
The Bleeding Edge,2018,16+,100%,1,0,1,0,0,Kirby Dick,Documentary,"Australia,United States",English,99,High
The Bleeding House,2011,,40%,0,0,1,0,0,Philip Gelatt,"Drama,Horror,Mystery,Thriller",United States,English,86,Low
The Blind Christ,2016,,,1,0,0,0,0,Christopher Murray,Drama,"Chile,France",Spanish,85,Intermediate
The Bling Lagosians,2019,,,1,0,0,0,0,Bolanle Austen-Peters,Drama,Nigeria,"Yoruba,Ibo,English",97,Intermediate
The Bling Ring,2013,18+,59%,1,0,0,0,0,Sofia Coppola,"Biography,Crime,Drama","United States,United Kingdom,France,Germany,Japan",English,90,Intermediate
The Blockhouse,1973,18+,,0,0,1,0,0,Clive Rees,"Drama,War",United Kingdom,English,93,Intermediate
The Blood Is at the Doorstep,2017,,100%,0,0,1,0,0,Erik Ljung,Documentary,United States,English,90,Intermediate
The Blood Spattered Bride,1972,18+,100%,0,0,1,0,0,Vicente Aranda,Horror,Spain,Spanish,100,Intermediate
The Bloodstained Butterfly,1971,,,0,0,1,0,0,Duccio Tessari,"Mystery,Thriller",Italy,Italian,99,Intermediate
The Blue Room,2014,18+,90%,0,1,0,0,0,Mathieu Amalric,"Crime,Romance,Thriller",France,French,76,Intermediate
The Blue Umbrella,2005,,,1,0,0,0,0,Vishal Bhardwaj,"Comedy,Drama,Family,Fantasy",India,Hindi,90,High
The Body,2019,,17%,1,0,0,0,0,Rob Reiner,"Adventure,Drama",United States,English,89,Low
The Body Remembers When the World Broke Open,2019,18+,97%,1,0,0,0,0,"Kathleen Hepburn,Elle-Máijá Tailfeathers",Drama,"Canada,Norway",English,105,Intermediate
The Bodyguard,1992,18+,33%,0,0,1,0,0,,"Crime,Drama,Thriller",United Kingdom,English,60,Intermediate
The Boer War: 1899-1902,2018,,,0,0,1,0,0,,Documentary,United Kingdom,English,,
The Bomb,2015,7+,,1,0,0,0,0,"Kevin Ford,Smriti Keshari,Eric Schlosser",Documentary,United States,English,55,High
The Bonnie Parker Story,1958,,,0,0,1,0,0,William Witney,"Biography,Crime,Film-Noir",United States,English,79,Intermediate
The Boogey Man,1980,18+,17%,0,0,1,0,0,Ulli Lommel,Horror,United States,English,82,Low
The Book of Eli,2010,18+,47%,0,1,0,0,0,"Albert Hughes,Allen Hughes","Action,Adventure,Drama,Thriller",United States,English,118,Intermediate
The Bookshop,2017,7+,57%,0,1,1,0,0,Isabel Coixet,Drama,"United Kingdom,Spain,Germany",English,113,Intermediate
The Boondock Saints,1999,18+,22%,0,0,1,0,0,Troy Duffy,"Action,Crime,Thriller","United States,Canada","English,Spanish,Papiamento,Russian,Latin",108,High
The Boost,1988,18+,38%,0,1,0,0,0,Harold Becker,"Drama,Romance",United States,English,95,Intermediate
The Boss's Daughter,2016,,,1,0,0,0,0,Olivier Loustau,"Comedy,Drama,Romance",France,French,98,Intermediate
The Botany of Desire,2009,16+,,0,0,1,0,0,"Michael Schwarz,Edward Gray",Documentary,United States,English,120,High
The Bounty Hunter,2010,13+,12%,1,0,0,0,0,Andy Tennant,"Action,Comedy,Romance",United States,"English,Ukrainian",110,Intermediate
The Box,2018,,,0,1,1,0,0,Richard Kelly,"Drama,Fantasy,Mystery,Sci-Fi,Thriller",United States,English,115,Intermediate
The Boxer from Shantung,1972,18+,,0,0,1,0,0,"Cheh Chang,Hsueh Li Pao","Action,Crime,Drama,Romance",Hong Kong,Mandarin,94,High
The Boy,2016,13+,30%,0,0,1,0,0,William Brent Bell,"Horror,Mystery,Thriller","United States,Canada,China",English,97,Intermediate
The Boy from Geita,2015,,,0,0,1,0,0,Vic Sarin,"Documentary,Biography,Drama","Canada,Tanzania","English,Swahili",79,High
The Boy in the Plastic Bubble,1976,7+,,0,0,1,0,0,Randal Kleiser,"Biography,Drama,Romance",United States,English,96,Intermediate
The Boy in the Striped Pyjamas,2008,13+,63%,1,0,0,0,0,Mark Herman,"Drama,War","United Kingdom,United States","English,Spanish",94,High
The Boy Who Cried Werewolf,2010,all,,1,0,0,0,0,Eric Bross,"Comedy,Family,Fantasy","United States,Canada",English,83,Intermediate
The Boy Who Harnessed the Wind,2019,7+,87%,1,0,1,0,0,Chiwetel Ejiofor,Drama,"United Kingdom,Malawi","Arabic,Nyanja,English",113,High
The Boy Who Talked to Badgers,1975,,,0,0,0,1,0,Gary Nelson,"Adventure,Family",United States,English,89,Intermediate
The Boy Whose Skin Fell Off,2004,,,0,0,1,0,0,Patrick Collerton,Documentary,United Kingdom,English,50,High
The Boy with the Sun in His Eyes,2009,,,0,0,1,0,0,Todd Verow,"Comedy,Drama,Thriller",United States,"English,French,German",81,Low
The Boys Club,1997,18+,,0,0,1,0,0,John Fawcett,"Adventure,Crime,Drama,Mystery,Thriller",Canada,English,90,Intermediate
The Boys from County Clare,2003,18+,46%,0,0,1,0,0,John Irvin,"Comedy,Music,Romance","Ireland,United Kingdom,Germany",English,90,Intermediate
The Boys of St. Vincent,1992,,100%,0,0,1,0,0,John N. Smith,Drama,Canada,English,93,High
The Brain That Wouldn't Die,1962,,38%,0,0,1,0,0,Joseph Green,"Horror,Sci-Fi",United States,English,82,Low
The Brand New Testament,2015,,82%,0,0,1,0,0,Jaco Van Dormael,"Comedy,Fantasy","Belgium,France,Luxembourg","French,German",114,High
The Brave,2019,,,1,0,0,0,0,"Ethan Coen,Joel Coen","Drama,Western",United States,English,110,Low
The Brave Little Toaster Goes to Mars,1998,all,40%,0,0,0,1,0,"Robert C. Ramirez,Patrick A. Ventura","Animation,Adventure,Family,Sci-Fi",United States,English,73,Intermediate
The Brave Little Toaster to the Rescue,1997,all,40%,0,0,0,1,0,"Robert C. Ramirez,Patrick A. Ventura","Animation,Adventure,Family,Fantasy",United States,"Chinese,Mandarin,Japanese,Korean,French,English",74,Intermediate
The Brave One,1956,,,0,0,1,0,0,Neil Jordan,"Action,Crime,Drama,Thriller",United States,English,122,Intermediate
The Breadwinner,2017,13+,95%,1,0,0,0,0,Nora Twomey,"Animation,Drama,Family,War","Ireland,Canada,Luxembourg,United States,United Kingdom,Philippines,India",English,94,High
The Breaker Upperers,2018,,89%,1,0,0,0,0,"Madeleine Sami,Jackie van Beek",Comedy,New Zealand,English,90,Intermediate
The Breakup Artist,2004,18+,,0,0,1,0,0,Steve Woo,"Comedy,Romance",United States,English,105,Low
The Breakup Playlist,2015,7+,,1,0,0,0,0,Dan Villegas,"Drama,Music,Romance",Philippines,"Filipino,English",117,Intermediate
The Bride with White Hair,1993,,100%,0,0,1,0,0,Ronny Yu,Action,Hong Kong,Cantonese,89,Intermediate
The Bridesmaid,2004,,93%,0,0,1,0,0,Claude Chabrol,"Thriller,Drama,Romance","France,Germany,Italy",French,111,Intermediate
The Bridge at Remagen,1969,18+,,0,0,1,0,0,John Guillermin,"Action,Drama,War",United States,"English,German",115,Intermediate
The Brink,2019,18+,84%,0,1,1,0,0,,Comedy,United States,English,30,Intermediate
The Bronx Bull,2016,18+,,0,0,1,0,0,Martin Guigui,"Biography,Drama,Sport",United States,English,94,Low
The Bros,2017,,,1,0,0,0,0,You-jeong Chang,Comedy,South Korea,Korean,102,Intermediate
The Brothers Grimm,2005,13+,38%,0,0,1,0,0,Terry Gilliam,"Action,Adventure,Comedy,Fantasy,Horror,Mystery,Thriller","United States,Czech Republic,United Kingdom","English,French,German,Italian",118,Intermediate
The Brothers Warner,2009,,,0,0,1,0,0,Cass Warner,"Documentary,Biography,History",United States,English,94,High
The Brussels Business,2012,all,,0,0,1,0,0,"Matthieu Lietaert,Friedrich Moser","Documentary,History","Belgium,Austria,United States,France,Switzerland,Indonesia,United Kingdom",English,85,Intermediate
The B-Side: Elsa Dorfman's Portrait Photography,2017,18+,97%,1,0,0,0,0,Errol Morris,Documentary,United States,English,76,Intermediate
The Bulbul's Nest,2013,,,1,0,0,0,0,,,,,,
The Bullet Vanishes,2012,13+,92%,0,0,1,0,0,Chi-Leung Law,"Action,Adventure,Drama,Mystery,Thriller","China,Hong Kong","Mandarin,Cantonese",108,Intermediate
The Bund,1983,,,1,0,0,0,0,,"Drama,History",Hong Kong,Cantonese,45,Intermediate
The Burden,2017,,97%,0,1,1,0,0,Niki Lindroth von Bahr,"Animation,Short,Comedy,Drama,Musical",Sweden,Swedish,15,High
The Burial of Kojo,2018,,100%,1,0,0,0,0,Blitz Bazawule,"Drama,Thriller","Ghana,United States","Akan,English",80,Intermediate
The Business of Amateurs,2016,16+,,0,0,1,0,0,Bob DeMars,"Documentary,Drama,Sport",United States,English,89,High
The Butch Factor,2009,,,0,0,1,0,0,Christopher Hines,Documentary,United States,English,88,Intermediate
The Butterfly Murders,1979,,,0,0,1,0,0,Hark Tsui,"Action,Horror,Mystery,Thriller",Hong Kong,Cantonese,88,Intermediate
The Butterfly Tree,2017,16+,46%,0,0,1,0,0,Priscilla Cameron,Drama,Australia,English,97,Low
The Butterfly's Dream,2013,13+,,1,0,0,0,0,Yilmaz Erdogan,"Biography,Drama,History,Romance",Turkey,Turkish,138,High
The Bye Bye Man,2017,13+,18%,1,0,0,0,0,Stacy Title,"Drama,Fantasy,Horror,Mystery,Thriller","United States,China",English,96,Low
The C Word,2016,,100%,1,0,0,0,0,,"Comedy,Drama",United States,English,30,High
The Cabin in the Woods,2012,18+,92%,0,1,1,0,0,Drew Goddard,Horror,United States,"English,Japanese",95,High
The Cabinet of Dr. Caligari,1920,7+,100%,0,0,1,0,0,Robert Wiene,"Fantasy,Horror,Mystery,Thriller",Germany,German,76,High
The Cage Fighter,2018,,94%,0,1,0,0,0,Jeff Unay,"Documentary,Action,Drama",United States,English,81,Intermediate
The Cakemaker,2017,,98%,1,0,0,0,0,Ofir Raul Graizer,Drama,"Israel,Germany","English,Hebrew,German",113,High
The Call of the Wild,1972,7+,,0,0,1,0,0,Chris Sanders,"Adventure,Drama,Family","United States,Canada","English,French",100,Intermediate
The Calling,2014,18+,51%,0,0,1,0,0,Jason Stone,"Drama,Thriller","United States,Canada,United Kingdom","English,Latin",108,Intermediate
The Canal,2014,,71%,0,1,1,0,0,Ivan Kavanagh,"Horror,Mystery,Thriller","Ireland,United Kingdom",English,92,Intermediate
The Captive,2014,18+,30%,1,0,0,0,0,Atom Egoyan,"Crime,Drama,Mystery,Thriller",Canada,English,112,Intermediate
The Capture,2017,,,0,0,1,0,0,,"Crime,Mystery,Thriller",United Kingdom,English,60,Low
The Capture of Bigfoot,1979,7+,,0,0,1,0,0,Bill Rebane,"Adventure,Horror,Sci-Fi,Drama",United States,English,92,Low
The Car: Road to Revenge,2019,,,1,0,0,0,0,G.J. Echternkamp,"Action,Horror,Thriller",United States,English,89,Low
The Carer,2016,,68%,0,0,1,0,0,"János Edelényi","Comedy,Drama","Hungary,United Kingdom",,89,Intermediate
The Caretaker,2016,16+,,0,0,1,0,0,Clive Donner,Drama,United Kingdom,English,105,Low
The Carnivore's Dilemma,2018,,,0,0,1,0,0,Benoit Bringer,Documentary,France,English,70,
The Carson City Kid,1940,all,,0,0,1,0,0,Joseph Kane,"Comedy,Music,Western",United States,English,57,Intermediate
The Carter Effect,2017,16+,,1,0,0,0,0,Sean Menard,"Documentary,Sport",United States,English,60,High
The Case for Christ,2017,7+,59%,1,0,0,0,0,Jon Gunn,"Biography,Drama",United States,English,112,Intermediate
The Case of the Bloody Iris,1972,,,0,0,1,0,0,Giuliano Carnimeo,"Mystery,Thriller",Italy,Italian,94,Intermediate
The Castaway Cowboy,1974,all,,0,0,0,1,0,Vincent McEveety,"Comedy,Family,Western",United States,English,91,Intermediate
The Cat Came Back,1988,,,0,0,1,0,0,Cordell Barker,"Animation,Short,Comedy,Family,Musical",Canada,English,7,High
The Cat from Outer Space,1978,all,67%,0,0,0,1,0,Norman Tokar,"Comedy,Family,Sci-Fi",United States,English,104,Intermediate
The Cat in the Hat,2003,7+,9%,1,1,0,0,0,Bo Welch,"Adventure,Comedy,Family,Fantasy",United States,English,82,Low
The Cat in the Hat Knows a Lot About Christmas!,2012,all,,0,0,1,0,0,"Tony Collingwood,Steve Neilson","Animation,Family","Canada,United Kingdom",English,60,Low
The Cat o' Nine Tails,1971,,81%,0,0,1,0,0,Dario Argento,"Horror,Mystery,Thriller","Italy,France,West Germany","English,Italian",112,Intermediate
The Cat's Meow,2001,13+,75%,0,0,1,0,0,Peter Bogdanovich,"Drama,Romance","United Kingdom,Germany,Canada,United States",English,114,Intermediate
The Celestine Prophecy,2006,7+,4%,0,0,1,0,0,Armand Mastroianni,"Adventure,Drama",United States,English,99,Low
The Cell,2017,,,1,0,0,0,0,Tarsem Singh,"Horror,Sci-Fi,Thriller","United States,Germany",English,107,Intermediate
The Central Park Five,2012,,93%,0,0,1,0,0,"Ken Burns,Sarah Burns,David McMahon","Documentary,Crime,History",United States,English,119,High
The Challenge,2016,,78%,0,1,0,0,0,,"Adventure,Game-Show,Reality-TV",United States,English,30,Intermediate
The Challenger Disaster,2019,,,0,0,1,0,0,Nathan VonMinden,Drama,United States,English,98,Intermediate
The Chant of Jimmie Blacksmith,1978,,100%,0,0,1,0,0,Fred Schepisi,"Biography,Crime,Drama,History",Australia,English,122,High
The Chaos Factor,2000,18+,,0,0,1,0,0,Terry Cunningham,"Action,Drama,Thriller,War",United States,English,95,Low
The Chaperone,2011,13+,29%,0,0,1,0,0,Michael Engler,Drama,"United Kingdom,Australia,United States",English,103,Low
The Chaser,2008,13+,82%,0,1,0,0,0,Hong-jin Na,"Action,Crime,Thriller",South Korea,Korean,125,High
The Cheap Detective,1978,7+,47%,0,0,1,0,0,Robert Moore,"Comedy,Crime,Mystery,Romance,Thriller",United States,"English,German",92,Intermediate
